Combination,Noise Level,Mean,Std Dev,CV
12,0.93,0.0,0.0,0.0
13,0.93,0.95,4.14095399636364,4.358898484709255
14,0.93,0.0,0.0,0.0
15,0.93,0.0,0.0,0.0
0,0.9400000000000001,0.0,0.0,0.0
1,0.9400000000000001,0.0,0.0,0.0
2,0.9400000000000001,0.0,0.0,0.0
3,0.9400000000000001,6.5,11.342398335449166,1.744984332453959
4,0.9400000000000001,0.0,0.0,0.0
5,0.9400000000000001,0.0,0.0,0.0
6,0.9400000000000001,0.35,1.525614630239236,4.358897698141332
7,0.9400000000000001,1.85,8.063963045550244,4.358898707924525
8,0.9400000000000001,0.0,0.0,0.0
9,0.9400000000000001,1.3,5.666568626602876,4.35889860824078
10,0.9400000000000001,0.0,0.0,0.0
11,0.9400000000000001,0.0,0.0,0.0
12,0.9400000000000001,0.0,0.0,0.0
13,0.9400000000000001,0.85,3.7050641020095725,4.358898430729094
14,0.9400000000000001,0.0,0.0,0.0
15,0.9400000000000001,0.0,0.0,0.0
0,0.9500000000000001,0.0,0.0,0.0
1,0.9500000000000001,0.0,0.0,0.0
2,0.9500000000000001,0.0,0.0,0.0
3,0.9500000000000001,0.0,0.0,0.0
4,0.9500000000000001,0.0,0.0,0.0
5,0.9500000000000001,0.0,0.0,0.0
6,0.9500000000000001,0.0,0.0,0.0
7,0.9500000000000001,0.0,0.0,0.0
8,0.9500000000000001,0.0,0.0,0.0
9,0.9500000000000001,1.35,5.884513573779908,4.358898620659293
10,0.9500000000000001,1.4,6.102458520956944,4.358898632190772
11,0.9500000000000001,3.25,11.886441856165368,3.6573666124396023
12,0.9500000000000001,1.65,7.192183256842113,4.358898679364997
13,0.9500000000000001,0.8,3.487119154832538,4.358898398678373
14,0.9500000000000001,0.7,3.051229260478472,4.358898320840915
15,0.9500000000000001,3.15,10.503689827865255,3.3345046014015223
0,0.96,0.0,0.0,0.0
1,0.96,0.0,0.0,0.0
2,0.96,0.0,0.0,0.0
3,0.96,0.0,0.0,0.0
4,0.96,0.0,0.0,0.0
5,0.96,0.0,0.0,0.0
6,0.96,0.0,0.0,0.0
7,0.96,0.0,0.0,0.0
8,0.96,0.0,0.0,0.0
9,0.96,0.0,0.0,0.0
10,0.96,0.0,0.0,0.0
11,0.96,1.55,5.903177110675234,3.8085011160162074
12,0.96,0.0,0.0,0.0
13,0.96,4.0,14.198591479439079,3.549647781118575
14,0.96,0.0,0.0,0.0
15,0.96,0.0,0.0,0.0
0,0.97,0.0,0.0,0.0
1,0.97,0.0,0.0,0.0
2,0.97,0.0,0.0,0.0
3,0.97,0.0,0.0,0.0
4,0.97,0.0,0.0,0.0
5,0.97,2.95,12.858751883444985,4.358898795781392
6,0.97,0.15,0.6538348415311012,4.358896037609982
7,0.97,0.65,2.833284313301438,4.35889827294094
8,0.97,0.0,0.0,0.0
9,0.97,6.65,14.21363781725143,2.137389113310153
10,0.97,0.0,0.0,0.0
11,0.97,0.0,0.0,0.0
12,0.97,0.0,0.0,0.0
13,0.97,1.7,5.692978130996113,3.34881046830298
14,0.97,0.0,0.0,0.0
15,0.97,1.6,6.974238309665076,4.358898671109506
0,0.98,0.0,0.0,0.0
1,0.98,0.0,0.0,0.0
2,0.98,0.0,0.0,0.0
3,0.98,3.65,11.442355526726132,3.1348918392429996
4,0.98,0.0,0.0,0.0
5,0.98,0.0,0.0,0.0
6,0.98,2.4,10.461357464497619,4.358898761919893
7,0.98,0.35,1.5256146302392357,4.358897698141331
8,0.98,0.0,0.0,0.0
9,0.98,7.05,17.967957591223332,2.5486464306891756
10,0.98,0.0,0.0,0.0
11,0.98,0.0,0.0,0.0
12,0.98,0.0,0.0,0.0
13,0.98,0.0,0.0,0.0
14,0.98,2.25,9.807522622966516,4.358898749811841
15,0.98,4.95,16.466557017178786,3.3265771079840554
0,0.99,0.0,0.0,0.0
1,0.99,0.0,0.0,0.0
2,0.99,0.0,0.0,0.0
3,0.99,2.0,8.717797887081348,4.358898725595738
4,0.99,0.0,0.0,0.0
5,0.99,0.0,0.0,0.0
6,0.99,1.65,7.192183256842113,4.358898679364997
7,0.99,4.65,20.268880087464133,4.358898849800913
8,0.99,0.0,0.0,0.0
9,0.99,4.25,11.053845484717073,2.6009047587356697
10,0.99,0.0,0.0,0.0
11,0.99,4.95,12.371236801548987,2.499239707398993
12,0.99,0.95,4.140953996363639,4.358898484709254
13,0.99,0.0,0.0,0.0
14,0.99,3.75,11.436236268982903,3.049662923737763
15,0.99,1.4,4.903060268852505,3.502185656167099
0,1.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0
2,1.0,0.0,0.0,0.0
3,1.0,3.15,13.730531672153123,4.3588988051629345
4,1.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0
6,1.0,4.3,18.743265457224894,4.358898842170932
7,1.0,4.7,20.486825034641168,4.358898850798145
8,1.0,0.0,0.0,0.0
9,1.0,1.95,6.437973283573022,3.3015245914977247
10,1.0,0.0,0.0,0.0
11,1.0,9.1,31.239238146920297,3.4328832751243925
12,1.0,0.0,0.0,0.0
13,1.0,1.0,4.358898943540674,4.358898507650823
14,1.0,6.1,14.134709052541547,2.3171653804631163
15,1.0,0.0,0.0,0.0
